~surface.code
 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1 1
 1 7 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1
 0 0 1 1 1 1 1 1 1 0 1 1 8 1 1 0 0 0 0 1
 0 1 1 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 0 0
 1 1 1 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 1 1 1 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1
 1 1 6 1 1 0 0 0 0 2 2 2 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 1
 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1
~
~surface.map
 9 9 13 13 11 11 11 11 13 13 9 9 9 9 9 13 13 11 11 11
 9 13 13 11 11 11 11 11 11 13 9 9 9 9 9 13 13 13 11 11
 13 13 11 11 11 11 11 11 11 13 9 9 10 9 9 13 13 13 13 11
 13 11 11 13 13 11 11 11 13 13 13 9 13 9 13 13 13 13 13 13
 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 3 3 13 13 13
 13 13 3 3 3 3 3 3 13 13 3 3 3 3 3 3 3 3 3 13
 13 3 3 3 3 3 3 3 3 3 3 3 3 3 6 12 3 3 3 7
 4 4 3 3 3 3 3 3 3 3 3 3 6 6 6 3 3 3 7 7
 5 4 4 3 3 3 3 3 3 6 6 6 6 3 3 3 3 3 7 7
 5 5 5 4 2 3 3 3 3 6 3 3 3 3 3 3 3 3 7 4
 5 5 5 5 4 3 3 3 3 1 3 3 3 3 3 3 3 7 4 5
 5 5 4 5 5 4 3 3 3 6 6 6 3 3 3 3 3 4 4 5
 5 4 4 4 4 3 3 8 8 8 8 6 6 8 3 3 3 4 5 5
 4 4 4 4 4 4 8 8 8 8 8 8 6 8 8 4 5 5 5 5
~
~cave.code
 1 1 1 1 1 1 0 0 9 0 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1
 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0 1
 1 1 1 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1
 1 1 1 0 0 0 1 1 13 1 0 0 0 0 0 1 1 0 1 1
 1 1 1 1 0 1 1 1 0 1 0 0 0 1 0 1 1 0 1 1
 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1
 10 0 14 0 0 0 28 28 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1
 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1 1 0 1 1
 1 1 1 1 0 1 1 0 11 0 1 1 1 0 0 0 1 0 0 1
 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 12 1
 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1
 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
~
~cave.map
 0 0 0 0 0 0 19 16 16 16 22 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 23 14 14 14 21 0 0 0 0 19 16 16 22 0
 0 0 0 0 0 0 0 23 14 21 0 0 0 0 0 15 14 14 17 0
 0 0 0 19 16 22 0 0 24 0 19 16 22 0 0 23 18 14 21 0
 0 0 0 23 14 21 0 0 24 0 15 14 14 20 22 0 0 24 0 0
 0 0 0 0 24 0 0 0 24 0 23 18 21 0 24 0 0 24 0 0
 19 22 0 0 24 0 0 0 24 0 0 0 0 0 15 16 16 17 0 0
 15 14 20 20 14 20 0 0 15 20 20 20 20 20 14 14 14 14 20 20
 23 21 0 0 24 0 0 0 24 0 0 0 0 0 15 18 18 17 0 0
 0 0 0 0 24 0 0 19 14 22 0 0 0 0 24 0 0 24 0 0
 0 0 0 0 24 0 0 23 18 21 0 0 0 19 14 22 0 15 22 0
 0 0 0 27 14 26 0 0 0 0 0 0 0 15 14 17 0 23 21 0
 0 0 0 0 24 0 0 0 0 0 0 0 0 23 18 21 0 0 0 0
 0 0 0 27 18 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0
~
~castle.code
 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1
 1 1 1 1 0 0 9 1 0 27 27 0 1 1 26 0 0 0 1 1
 1 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1
 1 1 1 1 0 25 0 0 0 0 0 0 0 0 0 24 0 18 1 1
 1 1 1 1 1 1 1 1 22 22 22 22 1 1 1 0 0 0 1 1
 1 1 1 1 1 1 1 1 22 22 22 22 1 1 1 0 0 0 1 1
 1 1 1 0 0 0 1 1 22 22 22 22 1 1 0 0 0 0 1 1
 1 1 1 0 0 23 0 0 22 22 22 22 0 0 24 0 0 0 1 1
 1 1 1 0 0 0 1 1 22 22 22 22 1 1 0 0 0 0 1 1
 1 1 1 1 1 1 1 1 22 22 22 22 1 1 1 1 1 1 1 1
 1 1 1 0 0 0 1 1 22 22 22 22 1 1 0 0 0 1 1 1
 1 1 1 0 0 20 0 0 0 0 0 0 0 0 21 0 0 1 1 1
 1 1 1 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
~
~castle.map
 0 0 0 0 19 16 22 0 19 16 16 22 0 0 19 16 16 22 0 0
 0 0 0 0 15 14 17 0 23 14 14 21 0 0 15 18 18 21 0 0
 0 0 0 0 15 14 17 0 0 15 17 0 0 0 24 0 0 0 0 0
 0 0 0 0 23 18 18 20 16 14 14 16 20 20 18 16 16 22 0 0
 0 0 0 0 0 0 0 0 15 14 14 17 0 0 0 15 14 17 0 0
 0 0 0 0 0 0 0 0 15 14 14 17 0 0 0 15 14 17 0 0
 0 0 0 19 16 22 0 0 15 14 14 17 0 0 19 14 14 17 0 0
 0 0 0 15 14 14 20 20 14 14 14 14 20 20 14 14 14 17 0 0
 0 0 0 23 18 21 0 0 15 14 14 17 0 0 23 18 18 21 0 0
 0 0 0 0 0 0 0 0 15 14 14 17 0 0 0 0 0 0 0 0
